video_id,title,title_len,desc_len,emoji_count,tag_count,published_hour,views,likes,comments,view_like_ratio,channel_subs,has_caption,definition,topic_categories,url
jEXwxK_NyWA,Chicken Biryani - #food #foodie #foodvlog #foodlover #streetfood #foodreview #foodblogger,89,0,8,0,9,1299,18,0,1.39,20900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/jEXwxK_NyWA
j3Z7QMFrplE,Top Burger📍🍔 Famous Pizza Grilled Sandwich🥪 #mukherjeenagar #shorts #Review Reaction#new#food #Viral,100,308,9,13,7,3125,22,1,0.7,235,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/j3Z7QMFrplE
OLCV1HD5ynE,I Ordered Domino’s Cheapest Pizza | #shorts #shortsfeed #dominos,64,107,5,0,11,1590,0,26,0.0,1130,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/OLCV1HD5ynE
n2xd7FvRlt4,How to Make Mooli Paratha#review #food#cooking#shortsfeed#shortsvideo#YouTubeshort @ADKichen725,95,0,7,0,9,419,9,5,2.15,39,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/n2xd7FvRlt4
mBru8L4tMgc,Tangy Ketchup Doritos Taste Test Review The Fast-Food Restaurant & Dessert Review Guys,86,498,2,11,0,980,4,0,0.41,4100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mBru8L4tMgc
5PyKVojQgtM,Dubai chewy cookie review #vlog #cafe #shorts,45,0,3,0,23,1162,31,2,2.67,2190,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5PyKVojQgtM
t7nEDf_YsFw,Fresh Chinese food review #food #streetfood,43,0,2,0,12,27,0,0,0.0,4380,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/t7nEDf_YsFw
D10vXzbtgJ0,One-minute Quick Review of Nine Cat Foods Part 2#Cat food review#The top-ranked cat food w,90,0,4,0,12,803,10,0,1.25,534,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/D10vXzbtgJ0
-JkjnfcULZE,ZEAL Air-Dried Beef Dog Food Review | Real High-Protein Nutrition for Dogs #pets #fyp #petcare #dog,99,594,7,0,15,89,1,0,1.12,29,0,hd,"Lifestyle,Pet",https://www.youtube.com/shorts/-JkjnfcULZE
C_DX9u0xVmQ,Wait for results .. Honest reviews! #metime,43,0,2,0,11,841,2,0,0.24,24,0,hd,Lifestyle,https://www.youtube.com/shorts/C_DX9u0xVmQ
5RfAlb6DlOQ,Trying the crunchies food review people say this is good so I’m trying it #snacknation,86,0,2,0,16,12,0,0,0.0,3,0,hd,Entertainment,https://www.youtube.com/shorts/5RfAlb6DlOQ
Uz-GWXgjHoc,Newly opened Restaurant in Jamshoro 🍽️🍹#SilverSandRestaurant | Tour and Food Review |,85,0,6,0,16,218,0,0,0.0,61,0,hd,Lifestyle,https://www.youtube.com/shorts/Uz-GWXgjHoc
8Makb7pnb1g,Summer Slam Breath Death Crystal Breath Taste Test Review Fast-Food Restaurant Dessert Review Guys,98,397,1,11,14,295,6,0,2.03,4100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/8Makb7pnb1g
NSgRBX7HUZU,When they ask for a food review #food #mcdonalds #fish #fishsandwhich,69,6,4,0,1,1733,30,0,1.73,42,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/NSgRBX7HUZU
C5yik0-3C38,New York–Style Bagels in Reading?! 🥯☕ | Lincoln Coffee House,60,1008,6,10,18,797,7,0,0.88,395,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/C5yik0-3C38
rZdE2dGJELk,₹20 Kesar Badam Milkshake vs Vanilla Milkshake – Which Is Better?!!! #foodreview #shorts #comparison,100,263,9,0,11,4297,243,1,5.66,1920,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/rZdE2dGJELk
14XrzT4rHhg,Snail Noodles Food Review Food Challenge,40,40,0,0,11,0,0,0,0.0,33,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/14XrzT4rHhg
SVKGjJimKA8,Kizhi Parotta | Baby’s Food Review | Kozhikode Kerala | 1,57,0,4,0,13,84,6,0,7.14,25,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/SVKGjJimKA8
2nsfPebO5U4,AUSTRALIA DAY BEAKFAST #shorts #meatpie#beef #funny #food review #squeezesauce #crunchy#Milo #spicy,99,0,9,0,0,114,0,0,0.0,63,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/2nsfPebO5U4
b8AQIuUcKHc,Have you ever tried this? #panchamikrishna #cooking #food #recipe #foodreview  #minivlog #ytshorts,98,0,8,0,10,203319,3224,14,1.59,47500,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/b8AQIuUcKHc
tVBv5sYrFZI,Zepto Cafe Food Review,22,0,0,0,4,133,1,0,0.75,1,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tVBv5sYrFZI
dzlCr_dPP1o,Vande Bharat Train Food Review | Worth It or Not?#VandeBharatExpress#TrainFood#IndianRailways,93,366,5,0,11,773,0,0,0.0,355,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/dzlCr_dPP1o
pRWADQTACNA,#lifewithsig #cheeserecipes #food #review #fyp #viral #movies #joerogan,71,0,8,0,21,5,1,0,20.0,8,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/pRWADQTACNA
6Sfq8MIK5W8,Where Love Feels Safe ❣️😋 Hadza Family Life #shorts,51,356,4,8,13,11960,66,3,0.55,472000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/6Sfq8MIK5W8
QYXNkRolBrc,Kitchen Habits That Make Food Taste#lifehacks#food#didyouknow#facts#trending#viral#baking#shorts,96,2480,8,0,15,343155,1887,15,0.55,18100,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QYXNkRolBrc
A0zTQFVZRBg,Ritual before tasting food💕🧿#food #nazar #trending #viral #views #chicken #reels #indiashorts,93,0,10,0,12,1891,17,0,0.9,44,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/A0zTQFVZRBg
Lv-V2wXIIJg,THE SECRET WAY TO STORE FOOD SO IT ALWAYS TASTES FRESH,54,549,0,4,17,232,0,0,0.0,9790,0,hd,Lifestyle,https://www.youtube.com/shorts/Lv-V2wXIIJg
HqsfHMms8zA,Why Cats React So Dramatically to Food 🐱 #facts #cat #shrots #catshorts #catvideos #catfacts,92,503,7,0,11,270,12,0,4.44,61300,0,hd,"Entertainment,Pet",https://www.youtube.com/shorts/HqsfHMms8zA
rH4uoHXO3SE,Colcannon 🇮🇪 | Around the World in 80 Dishes - Episode 1,56,883,4,0,16,15507,706,11,4.55,70600,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/rH4uoHXO3SE
qTcQ_GYABRA,Culinary Masterclass: LECHON Paksiw | #fairleysuk #foodtasting #lechonpaksiw,76,1733,5,26,7,4767,98,1,2.06,348,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qTcQ_GYABRA
mgvUvilVVB8,Tasting Haute Couture Comb Bread by Anne Avantie#foodie #kuliner #rotiviral #indonesianfood #yummy,98,347,5,11,11,10317,443,5,4.29,720,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mgvUvilVVB8
Uv599wa4IdE,Did you know that the best-tasting crabs aren't always found in the ocean? 🌊🦀,77,1159,5,6,14,3406,0,0,0.0,595,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Uv599wa4IdE
oTNr1mAUQOg,"Jayda Cheaves, tasting food",27,0,0,0,3,29,4,0,13.79,224,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/oTNr1mAUQOg
mgRCitztkrc,I Tried 5911 viral snacks 😋😍🤩😘|#shorts #ytshorts #snacks,56,1138,8,32,15,2325,0,0,0.0,2190,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mgRCitztkrc
MtMPY6vRLMg,ishowspeed tried tasting Nigeria best food,42,0,0,0,18,1613,67,5,4.15,665,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/MtMPY6vRLMg
sZ6Am2iLhmQ,"steamed beef bone marrow tasting show, 찐 소고기 골수 시식 쇼| LIN VLOG먹방 #11290",71,131,2,11,10,1607,18,0,1.12,612000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/sZ6Am2iLhmQ
KoiCROa1spk,Toronto’s best ‘tasting menu’? Sara🥂,36,269,5,0,21,1347,24,0,1.78,4,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/KoiCROa1spk
4XqvMc38a0A,"Live highlight: No Filters, Just Work 🍳 Real Kitchen Food Prep Day (Part 8)",75,2264,4,23,19,20,2,0,10.0,8900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/4XqvMc38a0A
qQ0b0qsUs_k,"I literally had to ""forage"" for my food at this tasting menu in San Francisco 🧭",79,0,3,0,18,1354,25,0,1.85,9080,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/qQ0b0qsUs_k
gXpvRt4LToE,must visit for Dine LA - the best izakaya and hand roll spot in LA #norikaya #sushi #lafoodies,94,0,4,0,7,4285,155,0,3.62,4040,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/gXpvRt4LToE
DerJNQcHliM,"Braised pork belly tasting show, 돼지갈비찜 시식회 - LIN VLOG먹방 #11303",62,122,2,11,11,4959,41,2,0.83,612000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/DerJNQcHliM
hrJr59ABTlw,Best Biryani Al Rehman Kharadar #shortvideo #shorts #shortclip #shortsviral,75,509,4,19,9,31356,115,6,0.37,265,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/hrJr59ABTlw
k9sZVxPTMqI,The Art of Japanese Snack Tasting #travel #japan,48,12,2,0,20,1116,9,0,0.81,519,0,hd,"Food,Lifestyle,Tourism",https://www.youtube.com/shorts/k9sZVxPTMqI
CoM8lAD_1b8,asmr EMOJI FOOD eating sounds(sped up)👄❤️,41,1619,5,0,20,0,0,0,0.0,0,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/CoM8lAD_1b8
omyX_kQpft4,At-Home Tasting Menu | Episode 01,33,157,2,0,19,100,2,1,2.0,4490,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/omyX_kQpft4
pz3lLytdwdQ,like:“Trying Authentic Belgian Waffles in Belgium for the First Time 🇧🇪🧇#belgium #food#streetfood,97,557,8,16,14,900,0,8,0.0,153,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/pz3lLytdwdQ
AP700oudQXE,Belle Glade Wine Tasting - Join us for our next one! #winetasting,65,435,3,0,20,151,1,0,0.66,384,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/AP700oudQXE
V1TWQy6F3fs,Ishowspeed declares Nigerian Jollof the best right after tasting Ghana Jollof@IShowSpeed #jollofrice,100,0,2,0,22,14667,153,21,1.04,504,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/V1TWQy6F3fs
G6xVW7GgIPs,Myth has some amazing tasting food. #toronto #downtowntoronto #food #foodie,75,0,4,0,16,1240,6,0,0.48,2,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/G6xVW7GgIPs
-jqPr93zJTU,Gulab jamun tasting with family,31,0,0,0,2,41797,141,0,0.34,22800,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/-jqPr93zJTU
Dze1VeJoz-M,Tasting the Most EXPENSIVE Food!,32,331,1,21,18,133,1,5,0.75,42,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Dze1VeJoz-M
8V5Rlrul50o,👶🍼 That moment they reconsider everything. #baby,48,542,3,20,23,33949,80,2,0.24,92,0,hd,Lifestyle,https://www.youtube.com/shorts/8V5Rlrul50o
mQi0Rf3iLLU,Haggis tasting with non-Scottish students for Burns Night,57,127,1,0,9,1037,13,1,1.25,790,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mQi0Rf3iLLU
9FfbiB1PVKQ,when your girl's food starts tasting like your mom's 😂 #couple #shorts,70,0,5,0,10,3756,24,0,0.64,4,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9FfbiB1PVKQ
A_KVdxKpXFo,Top rated #shorts #trending #youtubeshorts #youtube #short #ytshorts #top #rated #food #daaltadka,97,216,10,0,15,1243,11,2,0.88,4900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/A_KVdxKpXFo
kFegpiZ2G5Q,panipuri tasting....🤣 watch till end 🤣...❣️ #comedy #panipuri #barbequenation #family #fun #tasting,99,0,10,0,15,7788,28,5,0.36,1190,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kFegpiZ2G5Q
N9ufKIUQN-E,Baby Food vs Real Food: The Honest Taste Test 🤔 #tasttest #babyFood #challenge,78,289,5,10,15,1147,13,4,1.13,145000,0,hd,"Entertainment,Food",https://www.youtube.com/shorts/N9ufKIUQN-E
Qz3Oy93zXIY,"🍭 Unboxing and tasting my favorite candies — Skittles, M&M’s, Reese’s, and more! Sweet, #chocolate",98,0,7,15,10,3480,17,0,0.49,27,0,hd,Food,https://www.youtube.com/shorts/Qz3Oy93zXIY
HLC0x_8Mno8,tasting foods episode 2 puffs hot,33,0,0,0,18,11,0,0,0.0,11,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/HLC0x_8Mno8
loUC7PKttSw,Happy republic day - Chennai famous Chicken fried rice 120₹ #shorts #chennaifood,80,0,4,0,6,13384,572,2,4.27,237000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/loUC7PKttSw
EF2ss61vuTA,"Random post of me Just a day tasting food as Kyōjurō Rengoku at @japanvillagebrooklyn "" tasty"" 🔥❤️‍🔥",100,0,8,0,5,500,8,0,1.6,26,0,hd,"Hobby,Lifestyle",https://www.youtube.com/shorts/EF2ss61vuTA
HJzKh7daBBI,“An Elegant Valentine’s Tasting Menu | Modern Indian Romance”by Chef chithar,76,0,4,0,11,193,0,0,0.0,92,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/HJzKh7daBBI
IcbpHAcQfzM,A Wine Tasting Date Night #shorts #wine #winetasting #winepairing #datenight #valentinesday #cheers,99,0,7,0,19,432,4,4,0.93,349,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/IcbpHAcQfzM
kyol8hbhxX0,"Montefalco Day Trip from Rome: 5 Dishes, 5 Wines #shorts",56,1071,2,19,16,128,1,0,0.78,1740,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kyol8hbhxX0
zh9itKt1csw,"World’s Scariest Egg? Preserved Duck Egg! Looks Illegal… So We Ate It, Good/bad? 🥚😂? #foodie #food",98,745,11,30,20,411,14,0,3.41,26,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/zh9itKt1csw
AGWdnufdW8U,I Tried The Paneer Butter Masala From Every Indian Restaurant In NYC,68,666,0,28,5,846,15,0,1.77,86,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/AGWdnufdW8U
B3mRNc7NSOk,WineTasting Meeting the Winemaker?!,35,278,2,0,19,9,0,0,0.0,12,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/B3mRNc7NSOk
9wn5pIze_kQ,Live highlight: Relaxing Home Cooking 🍽️ | Easy Dinner Recipe for Any Night,75,2264,4,23,1,8,1,0,12.5,8900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9wn5pIze_kQ
UR0ECNBM_mo,First Time Tasting Wayne Walker Double Smoked Pork Ribs,55,38,0,29,20,1116,3,0,0.27,594,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/UR0ECNBM_mo
08tqF3LWDwc,Obsessed Fig Lover Demands More At Taste Event! #shorts,55,209,2,0,10,573,5,0,0.87,2050,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/08tqF3LWDwc
8O-pWu5llsA,Top 5 tips for wine degustation in 1 minute. #wine #winetasting #education #shorts #shortvideo,94,0,5,0,10,95,4,0,4.21,11,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/8O-pWu5llsA
bBqEowh7VeA,#foodtravel #potato #potatorecipes #travelandeat #viralfood #foodlovers #streetfood #algeriancoffee,99,619,8,0,16,2335,13,0,0.56,7,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/bBqEowh7VeA
JwSMv7g1AZ8,Three MUST TRY foods in Singapore! (that's not chicken rice or chilli crab) | Singapore food travel,99,1899,5,15,8,4840,143,2,2.95,36200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/JwSMv7g1AZ8
tPbk0h43oxU,Episode Manila Sizzle The Filipino Street Barbecue,50,442,0,1,1,270,2,0,0.74,12,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/tPbk0h43oxU
y3uKFbFo5bM,Tasting the M&S Made Without Wheat - Cheddar Cheese & Onion Crispbakes…,71,216,4,19,20,1460,8,0,0.55,2240,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/y3uKFbFo5bM
jUYqvsyRL1U,"Chicken Bread, Crispy Wings & Juicy Burgers | Ultimate Food Shorts",66,4997,2,5,7,1231,6,0,0.49,16,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/jUYqvsyRL1U
5f7HBAsisFA,Culinary Delight - Tours.sx,27,333,1,0,21,1,0,0,0.0,0,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5f7HBAsisFA
aj0QYMAQR2Q,Cinnamon roll tasting experience!,33,46,1,0,2,1046,50,5,4.78,37,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/aj0QYMAQR2Q
d47UUkeUlRI,Best of Six by Nico Tasting menu #foodie #tastingmenu #london,61,94,3,0,22,317,2,0,0.63,188,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/d47UUkeUlRI
XgHtPtusAtM,A Toast to Burns Night With - Antiquity Blue Premium Indian Blended Whisky - Slàinte Mhath!,91,828,3,13,4,387,6,2,1.55,236,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/XgHtPtusAtM
elLfXLbLADI,First time tasting a lemon! 🤣,29,0,2,0,7,6,1,0,16.67,5,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/elLfXLbLADI
2FEjJiKC7XI,Steam and Steppes The Mongolian Dumpling Quest,46,421,0,1,1,505,3,0,0.59,32,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/2FEjJiKC7XI
o9wAVHt7YQM,Tasting the Perfect Tea in the World ☕✨,39,96,2,0,2,131,0,0,0.0,7,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/o9wAVHt7YQM
dmTvm9WApvQ,A New Way to Experience Wine Tasting at Humble Somm Temecula,60,458,0,0,17,966,8,0,0.83,4,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/dmTvm9WApvQ
ltek6GWuQWA,The Big Italian Beef & Breaded Steak Sandwich Review | Chicago Comfort Food| InTristan Eats,91,945,3,26,6,1131,25,3,2.21,241,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/ltek6GWuQWA
kSiJb9aED4g,Trying DQ Ice Cream#DQIceCream #DairyQueen #IceCreamLovers #Blizzard #DessertTime #SweetTreats #Food,100,689,7,0,15,2584,7,2,0.27,13,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kSiJb9aED4g
thXNyqFQrTI,Food always tastes better when it’s shared 🍽️🍷 #sanantoniowinery #winetasting  #winetastingtours,96,262,7,0,20,104,1,0,0.96,33,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/thXNyqFQrTI
1XvQCeWmI-o,so tasty. 😋 Love & peace.Tasting #shortviral  #food #tastyfood #apple,69,0,6,0,16,495,5,0,1.01,53,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/1XvQCeWmI-o
nY98C9X9n9w,Benefits of Dragon Fruit for Toddlers 👶✨,40,586,2,13,9,65,0,0,0.0,9760,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/nY98C9X9n9w
d2p73zsoAK4,Sweet or Spicy Sauce? 🧐 Kwek-Kwek at Coco Festival! 🥚🧡 #streetfood  #philippines,80,861,8,0,19,3492,88,2,2.52,28,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/d2p73zsoAK4
9PdRrUFoylQ,Triple Choco Chocolate: Is it worth the hype? 😍🍫✨🌍,50,764,6,12,11,2083,10,0,0.48,6,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9PdRrUFoylQ
YPYqrGzmjwA,Tasting Crispy Chicken Rice bowl From Chillox #chillox #food #fastfood #money #chickenfriedrice,95,342,5,4,1,169,1,0,0.59,16,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/YPYqrGzmjwA
kvioYuzBzk4,My friends call me Chris- Ruth's Chris. Make the best cooked steak at home!!,76,204,4,6,19,2259,30,0,1.33,660,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/kvioYuzBzk4
6SsZRprKOJY,"""Exploring Cape Town’s Finest Flavors and the Legendary Giant Sandwich."" #markwiens #foodie",91,2083,5,0,14,1180,29,0,2.46,14,0,hd,"Food,Lifestyle,Tourism",https://www.youtube.com/shorts/6SsZRprKOJY
YTE2osHwelU,How I was able to fry this plantain without tasting it is still like a miracle to me #cooking,93,0,1,0,20,1815,6,2,0.33,12,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/YTE2osHwelU
Dku4T7BbhUw,Kilukka Farm Stay Experience | Nature & Slow Living 🤩✨,54,844,4,0,13,1538,37,1,2.41,501,0,hd,"Lifestyle,Tourism",https://www.youtube.com/shorts/Dku4T7BbhUw
Vhob-TYGjBg,Best Sweets at Talib Bakers Fatomand Bazar Gujranwala | Top Pakistani Mithai & Bakery Treats,92,1314,2,15,14,112,12,1,10.71,3690,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Vhob-TYGjBg
QECuzVCKusM,Preparing for the Tu B’Shvat Fruit Tasting,42,35,1,5,1,1259,5,0,0.4,31,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/QECuzVCKusM
Ph_RRzkB750,That Was One Bad Pizza Anyway #food #shorts #fail #pizza,56,316,4,11,2,1,0,0,0.0,19,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Ph_RRzkB750
dJQv6WUTfZ0,Bought this one because of its label and I’m not complaining! #tastetesting #winetasting #wine #food,100,0,6,0,0,876,5,2,0.57,81,0,hd,Lifestyle,https://www.youtube.com/shorts/dJQv6WUTfZ0
bA6I6cFbkBY,Unlock Wine Room Secrets: Exclusive Menu Tasting & Dining! #shorts,66,224,4,0,18,139,0,0,0.0,1020,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/bA6I6cFbkBY
iu81B5Ngdv0,Pikliz - No Oil (Haitian Spicy Slaw) #shorts,44,1854,4,0,19,1441,31,0,2.15,4490,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/iu81B5Ngdv0
QN-6hdUR8MU,"Spicy chicken, wink #foodie #food #mukbang #शॉर्ट्स #celana #funny #spicy #mgfoodandmukbang",91,0,11,0,22,26750,245,2,0.92,10200,0,hd,"Entertainment,Food",https://www.youtube.com/shorts/QN-6hdUR8MU
EArrmh44zB8,Police Vs Green Noodles #funny #shorts #food #foodie #foodlover #viral,70,70,6,0,3,159718,547,1,0.34,5010000,0,hd,"Entertainment,Film",https://www.youtube.com/shorts/EArrmh44zB8
C6AL7Wn3U7U,22LBS SEAFOOD BOIL CHALLENGE!!! #mukbang #foodchallenge #foodie #seafood #kingcrab #asmreating,94,0,9,0,23,26542,793,18,2.99,94200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/C6AL7Wn3U7U
rngZaih_fVU,Jaldi lelo Free main ye Sipper 😍✅ #shorts #youtubeshorts #food #foodie #streetfood,82,0,7,0,12,20118,630,4,3.13,7040,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/rngZaih_fVU
6HsNG9GtEVk,Sandwich 🥪 Eating Challenge | #shorts #ytshorts #yt #sandwich #foodie #eatingshow #viral #challenge,99,0,10,5,16,78425,0,3,0.0,68500,0,hd,"Entertainment,Food",https://www.youtube.com/shorts/6HsNG9GtEVk
DWu_XOmefHE,🥰 Make Delicious StreetFood 😋 #streetfood #foodie #food #delicious,66,183,6,30,1,10104,37,0,0.37,5070,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/DWu_XOmefHE
5m316QbC-48,Apple Cookie Crumble🔥#shorts #food #foodie,42,0,4,0,20,16214,259,14,1.6,179000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/5m316QbC-48
mgCtY8iPFJM,pov a south brooklyn institution #nyc #nycfood #roastbeef #brooklyn #foodie #pov,80,0,6,0,18,1081430,36675,491,3.39,36800,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/mgCtY8iPFJM
xqCe5mTOI10,this PARADE🇮🇳 I’ll never FORGET😰 #ashortaday #foodie #republicday #parade #minivlog #shorts,91,0,10,0,10,250249,17307,58,6.92,501000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/xqCe5mTOI10
Rd9wuXx_6_s,Cute Foodie 😆❤️ #mewsuppasit #tulpakorn #mewtul #alwaysmew #mewlions #love #cute #food #shorts#viral,100,0,13,0,4,8043,352,3,4.38,42800,0,hd,Lifestyle,https://www.youtube.com/shorts/Rd9wuXx_6_s
Z3kPp9ZppjU,Police vs Maggie #funny #shorts #food#foodie #foodlover #viral,62,216,6,11,6,130483,723,4,0.55,60400,0,hd,"Entertainment,Film",https://www.youtube.com/shorts/Z3kPp9ZppjU
vICnvyGID6o,BEST BUBBLE WAFFLE🧇🤤 #shortvideo #trending #viralvideo #explore #waffle #foodie #youtubeshorts #vlog,100,0,10,0,14,1279,15,0,1.17,3560,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/vICnvyGID6o
Qmor3_vwdks,Republic day foodchallenge🍛||#foodchallenge #foodie #challenge #shortvideo #shorts,82,130,8,4,5,25547,319,12,1.25,10900,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/Qmor3_vwdks
3w4NAGSWI5E,"Cheesy, Crispy, Perfect Börek – Easy Homemade Recipe! #foodie",61,448,3,20,17,7538,93,5,1.23,932,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/3w4NAGSWI5E
cvSEDojV3u4,Kolkata lunch Thali #food #bolleywoodsong #indianfood #foodie #trending #viral #entertainment,93,0,7,0,11,18428,120,0,0.65,126000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/cvSEDojV3u4
9zllDqfKxrw,Simplana chappathi and prawn thokku dinner😋 #food #foodie,57,0,3,0,14,156224,4252,74,2.72,176000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/9zllDqfKxrw
S0DVN6LIRbc,Quick and Easy Weightloss Lunchbox Ideas #lunchbox #foodie,58,317,2,3,8,23428,232,3,0.99,10700,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/S0DVN6LIRbc
x6jgCjjzusY,Malai #zkp #youtubeshorts #shortvideo #viral #foodie #trendingshorts,68,0,6,0,6,13552,674,11,4.97,441000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/x6jgCjjzusY
fG7UcvhhkDo,Made my favorite especially with the weather.. #friedporkchop #foodie #limabeans,80,0,3,0,0,882,70,5,7.94,17200,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/fG7UcvhhkDo
k6uL-H_P3ho,Japanese cheesecake w/ French yogurt 😩,38,0,2,0,1,27984,1151,17,4.11,186000,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/k6uL-H_P3ho
A0HTNluVhE4,Creamy sauce #greenomelette #cookingshow #food #recipe #cookcookcook #cookingcompetition #foodie,96,0,7,0,17,2212,41,0,1.85,1140,0,hd,"Food,Lifestyle",https://www.youtube.com/shorts/A0HTNluVhE4
