video_id,title,description,published_at,channel_id,channel_title,category_id,category_name,tags,tag_count,duration_sec,definition,caption,licensed_content,view_count,like_count,comment_count,default_audio_lang,music_info,url,subscriber_count,made_for_kids,views_per_hour,publish_day_of_week
3l56m_lS7Sg,STILL BAKING 💪 #shorts #diy #handmade #paracordbracelet #fashion #accessories,,2026-01-28T15:59:58Z,UC23up_a_tDFgZCbMbtLcuWA,KALYO Paracord,26,Howto & Style,,0,12.0,hd,False,True,1053,3,0,en-US,None detected,https://www.youtube.com/shorts/3l56m_lS7Sg,9400,0,14.19,Wednesday
N4YrOmXPc9M,Homemade PIE CRUST 🥧 Learn To Flute Edge 😋 #food #baking #dessert #recipe #homemade,"MASTER making this simply and easy HOMEMADE PIE CRUST at home...you'll be glad you did.  

HOMEMADE FAMOUS PIE CRUST

1 cup all-purpose flour
1/2 teaspoon salt
6 Tablespoons chilled vegetable shortening
4-6 Tablespoons ice cold water

In mixing bowl add flour and salt.  Cut in three tablespoons of chilled vegetable shortening until mixture has the texture of cornmeal.  

Cut in the last three tablespoons of vegetable shortening until mixture has the texture of small peas.

Add one tablespoon, at a time, of ice cold water until mixture forms a dough ball.

Roll out dough on floured surface until it is large enough to fit an eight or nine inch pie pan.  Flute edges of pie dough.

Bake pie shell in a preheated 350 degree oven for 18-24 minutes or until golden brown.

Note: Follow directions for a baked or unbaked pie crust for your choice of pie filling.
   

Thanks for watching and please subscribe!

--Deronda

#homemade #pie #dough #recipe #food #eating #video",2026-01-28T16:00:26Z,UC2EFj4qBbHnC1rKcV_Z3TcA,Foods101withDeronda,26,Howto & Style,pie|how to make|how to make pie crust|eat|eating|dessert|chocolate|lemon|coconut|recipe|tutorial|learn|crust|butterscotch|food,15,19.0,hd,True,True,1140,5,0,en,None detected,https://www.youtube.com/shorts/N4YrOmXPc9M,214000,0,15.37,Wednesday
2UcBozlkC3E,Corn cookies #recipe #food #cooking #baking #shorts,"The Corn Cookies Everyone Is Obsessed With! 🌽✨ (Easiest Recipe Ever) Ready for your new favorite cookie? These soft Corn Cookies melt in your mouth and taste like warm cornbread crossed with a sugar cookie — basically heaven. 😍
In this video, I’ll show you step-by-step how to make them perfectly every time. Whether you’re baking for family, friends, or just craving something sweet, these will be your go-to treat!

✨ Simple ingredients
✨ No special tools needed
✨ Crispy edges + soft 


Ingredients :

. 5 eggs 
. 1 cup sugar 
. 1 cup vegetable oil 
. 1 tablespoon cardamom powder 
. 1 pinch salt 
. 1/2 teaspoons vanilla 
. 3 cups sweet corn flour 
. 2 cups flour
. 2 egg yolks 
. Black seeds and sesame seeds
  Bake for 40 minutes on temperature 350F



If you enjoyed this recipe, don’t forget to like, comment, and share! 💛🌽
Let me know what recipe you want next!

⸻



#CornCookies #CookieRecipe #BakingTutorial #EasyBaking #DessertIdeas #HomemadeCookies #ViralRecipe #FoodieTok #SweetTreats #BakingFromScratch #RecipeVideo #yummy",2026-01-28T16:00:08Z,UC2bmkV27FdfGPmxC_HsRpYQ,Food Paradise-786,26,Howto & Style,,0,60.0,hd,False,False,1260,24,3,en-CA,None detected,https://www.youtube.com/shorts/2UcBozlkC3E,4220,0,16.98,Wednesday
V8cOei7R1jo,if you love baking and have ever caught yourself thinking… could i actually get paid to do this? 🤍,"if you love baking and have ever caught yourself thinking…

could i actually get paid to do this? 🤍

here’s the part most people don’t realize… your home kitchen can become a real, meaningful business. one that fits into your life. one that doesn’t require a storefront, a team, or turning baking into something stressful.

it’s called a micro bakery.

and no, you don’t need fancy equipment, years of experience, or a business background to make it work. what makes micro bakeries so powerful is how simple they are.

you sell legally from home.
you keep your menu small.
you price intentionally.

and you use pre-orders, so everything is paid for before you ever turn the oven on.

no guessing.
no waste.
no burnout.

and your first customers? they’re usually already cheering you on. friends, family, neighbors, and people who’ve tried your baking and keep asking for more.

✨ if you want help doing exactly that, i teach it all inside my free micro bakery masterclass, how to legally start, what you can sell, how pre-orders work, and what it really looks like to turn baking into income from home.

tap the link in my bio to watch it now 💛",2026-01-28T16:00:48Z,UC7PobDzeEWFpcW8YlghwTzA,jess | micro bakery girl,26,Howto & Style,,0,52.0,hd,False,False,13010,1736,22,en-US,None detected,https://www.youtube.com/shorts/V8cOei7R1jo,27500,0,175.39,Wednesday
I3QTAXGdstE,"Banana bread, cookies, full recipe in the comment! #easyrecipe #baking #cookies #chocolate",,2026-01-28T15:46:38Z,UC9MNVKyv117oKsg1nQwk9Wg,Meredith Munoz,22,People & Blogs,,0,40.0,hd,False,False,25113,1836,14,en,None detected,https://www.youtube.com/shorts/I3QTAXGdstE,10700,0,337.47,Wednesday
ecG_J03XF0E,Chess theme#cooking#chess #shortsfeed#subscribe#shorts #shortvideo#viral#cake#baking #love#youtube,,2026-01-28T15:35:38Z,UCB4nf2KBif3_lWdi1G_f8-g,Creams N Cakes,22,People & Blogs,,0,27.0,hd,False,False,216,4,1,en,None detected,https://www.youtube.com/shorts/ecG_J03XF0E,215,0,2.9,Wednesday
gPox40dVo1w,Blood orange + earl grey loaf #shorts #recipe #cooking #baking,A blood orange + earl grey loaf and a hot pink glaze to go with it 💞 Recipe on my Substack - click the link in my bio!,2026-01-28T15:33:50Z,UClVOOknVUECwJwbigHN76_Q,Jillian Barreca,26,Howto & Style,,0,34.0,hd,False,False,1212,19,0,en,None detected,https://www.youtube.com/shorts/gPox40dVo1w,728,0,16.24,Wednesday
rX0bJNBmxNA,No 24 Flour baking design new cooking channel #shorts #bakingrecipes #food #youtubeshorts #cooking,No 24 Flour baking design new cooking channel #shorts #bakingrecipes #food #youtubeshorts #cooking,2026-01-28T15:25:18Z,UC_PmFuUUISTLZdafg1uTYAw,Flour baking design cooking channel,24,Entertainment,shorts|YouTube channel|YouTube shorts|cooking channel|cooking shorts|food channel|food|food blog|flour baking|flour,10,12.0,hd,False,False,1113,3,0,en,None detected,https://www.youtube.com/shorts/rX0bJNBmxNA,36,0,14.89,Wednesday
Nwu9TSWT9tU,Light｜Your very own light.Cream Cake Decorating Class #cakedesign#baking #partycake CakeDecorating,,2026-01-28T15:26:53Z,UCR6u3y3bUhBbKKfk_WTPrLQ,huamiao花喵,22,People & Blogs,,0,54.0,hd,False,False,22509,553,3,en,None detected,https://www.youtube.com/shorts/Nwu9TSWT9tU,25,0,301.15,Wednesday
UPvJ1lpmhRI,📞997894444 #manabakery #cake #chocolate #food #dessert #shiriliklar #chocolatecake #bakery #baklava,,2026-01-28T15:09:51Z,UCCzsjwn-CmF7X8EfBe4yIRw,mana bakery,22,People & Blogs,,0,16.0,hd,False,False,1845,12,0,en-US,None detected,https://www.youtube.com/shorts/UPvJ1lpmhRI,14600,0,24.59,Wednesday
5obCAvm1F54,Just think about chocolate 🍫 #chocolate #cookies #trending #baking,"Just think about chocolate 🍫 
and cookies 🍪",2026-01-28T15:08:13Z,UCoIZOlTHxYloipFUrrlgqMg,Millie Boo Bakehouse ,22,People & Blogs,,0,14.0,hd,False,False,170,2,0,en,None detected,https://www.youtube.com/shorts/5obCAvm1F54,6,0,2.27,Wednesday
oqVPM4SoDRM,No bake peach cobbler cheesecake #flourhouse #baking #cheesecake,,2026-01-28T15:09:47Z,UCtuwEdt_DS8eyL2a8M-FFOw,TheFlourHouseJa,22,People & Blogs,,0,9.0,hd,False,False,1863,9,1,en,None detected,https://www.youtube.com/shorts/oqVPM4SoDRM,843,0,24.83,Wednesday
sdaTtiQgt3Q,#healthybaking #birthdaycelebration ##love #baking #homemade #place #fresh,"Indulge in our eggless healthy vanilla birthday cake, made with love and topped with simple, fresh fruit decorations—perfect for all age groups 🎂✨


Looking for a customized eggless birthday cake with beautiful decorations? We’ve got you covered!

📞 To place an order: Contact 9360860296

📩 Or DM us on Instagram / WhatsApp

📸 Instagram: @leonosbrownies


Make your celebrations sweeter with our 100% eggless cakes 💛🍰

#LeonasBrownies
#EgglessCake
#EgglessChocolateCake
#ChocolateTruffleCake
#CustomizedCakes
#HomeBaker
#HomeBakingBusiness
#FreshlyBaked
#CakeLovers
#ChocolateLovers
#EgglessDesserts
#BirthdayCake
#AnniversaryCake
#PremiumCakes
#InstaCakes
#YouTubeBaker
#SupportHomeBakers
#BangaloreBakers 
#OrderNow
#MadeWithLove
#youtubebaker #youtubeshorts #birthdaycelebration #love #baking #homemade #place #fresh #cakedecorating #browniebites #ordernow #orderonline #trending #trendingshorts",2026-01-28T15:04:15Z,UCpDj_jBeFikKdt7wzCF-wPQ,LeonasBrownies Taste the Bliss ,22,People & Blogs,,0,19.0,hd,False,False,71,0,0,en,None detected,https://www.youtube.com/shorts/sdaTtiQgt3Q,81,0,0.95,Wednesday
fL_NpkAUrds,Baking Cat vs Flying Frosting!#shorts,Watch this adorable cat try to frost a cake… and make a mess in the cutest way! 😹,2026-01-28T15:01:14Z,UClfD2qxlhTfq9qYce8HZtnA,Ai prime ,22,People & Blogs,3DCat|CuteCat|FunnyShorts|CookingCat|ViralVideo|CatReaction|CartoonCat,7,7.0,hd,False,False,48,0,0,en,None detected,https://www.youtube.com/shorts/fL_NpkAUrds,9,0,0.64,Wednesday
YP_kgtkElzs,"🍇 Moist Raisin Cake 🍰 — Quick, Homestyle Baking! (Recipe in Comments)","Soft, moist Raisin Cake 🍇🍰 made with juicy sultanas and simple everyday ingredient.
Perfect for cozy dessert moments and family baking.
👉 Full recipe & step-by-step instructions are in the first comment below! 👇

Love easy baking? Follow/Subscribe for more quick and delicious desserts!
Hit 👍 Like if you enjoy fruit cakes and drop 🎉 in the comments if you tried this! 😍

#RaisinCake #MoistDessert #EasyBaking #HomestyleRecipe #FruitCake #RecipeInComments #DessertLovers #FoodVideo #BakingInspiration #SweetTreat",2026-01-28T14:58:36Z,UC-GdVzweZokiwX0ehvRJpsQ,Elisa Cooks,22,People & Blogs,raisin cake recipe|moist raisin cake|easy dessert recipe|fruit cake baking|simple baking idea|homestyle dessert|no nuts cake|sultana cake recipe|baking tutorial|cake recipe video|kitchen video|kismisli keks|kuru uzumlu kek|kek tarifleri,14,36.0,hd,False,False,6046,78,3,en,None detected,https://www.youtube.com/shorts/YP_kgtkElzs,291,0,80.38,Wednesday
l-40xvdhIYE,Easy Donut recipe for beginners. #food #youtubeshorts,"#Shorts The BEST Homemade Donuts Recipe! 🍩 Ever wondered how to make fluffy, golden donuts from scratch? This quick tutorial reveals the secrets!
Learn to master the art of donut making, from mixing the dough to achieving the perfect glaze. Follow along for a delicious and rewarding baking experience. Perfect for beginners and seasoned bakers alike.
Get ready to impress your friends and family with these incredible homemade donuts. What's your favorite donut topping? Let us know in the comments!
#Shorts #Donuts #Baking #Homemade #Dessert",2026-01-28T14:58:12Z,UCJrMluu8bH6iGD0fPlMzOVg,🍳 by Super Heroes,22,People & Blogs,"Shorts|Donuts|DonutRecipe|Food|DonutRecipe, ViralFood|Baking|Dessert",7,8.0,hd,False,False,3076,7,0,en-AU,None detected,https://www.youtube.com/shorts/l-40xvdhIYE,10,0,40.89,Wednesday
UBKZWOosv14,POV:  You and the boys bake #baking #cooking #food #meme #fyp #vlog,,2026-01-28T14:51:09Z,UC43H-iLxDUj8q4SlnsWc85Q,Jay Saturday,24,Entertainment,,0,60.0,hd,False,False,1147,31,2,en,None detected,https://www.youtube.com/shorts/UBKZWOosv14,10,0,15.22,Wednesday
QbUC1zp4v-E,CHOCO MUFFINS #tellecooks #baking #foodshorts #shorts #asmr #foodasmr #muffins #chocomuffins,,2026-01-28T14:40:08Z,UCGNpsnxsXVs0VSlDj7J4Eyg,TELLECOOKS,22,People & Blogs,,0,43.0,hd,False,False,1337,39,1,en,None detected,https://www.youtube.com/shorts/QbUC1zp4v-E,124,0,17.7,Wednesday
PW0AJa85JA4,Baking and Wrapping paper roll #shorts,,2026-01-28T14:38:40Z,UCkq15d7yYXSU9aLYfvGQV3A,Adhrit's Mumma Recipes & LifeStyle,22,People & Blogs,,0,27.0,hd,False,True,1304,8,0,en,None detected,https://www.youtube.com/shorts/PW0AJa85JA4,9570,0,17.26,Wednesday
OKNREAMt9Rg,Unboxing my new baking #unboxing #bakingtools #pastrylife #smallbusiness #kovbox,,2026-01-28T14:37:06Z,UCqIoV4Wd5HuwV_WeA544HNg,KovBox,22,People & Blogs,,0,13.0,hd,False,False,1030,3,0,en,None detected,https://www.youtube.com/shorts/OKNREAMt9Rg,20,0,13.63,Wednesday
BHWQZnnDBPo,Baked Oatmeal is at Anna's House!,"Our Healthy Baked Oatmeal now has an even better flavor. Loved it before? Love it even more now! 🩵

#myannashouse #bestbreakfast #glutenfree #vegan #dairyfree 

Saving the world from an ordinary breakfast!™
🥓🧇☕️🥞🍳
Serving 13 locations in Michigan.",2026-01-28T14:32:28Z,UCjgsf6cb4n-7A7YKdlhx99g,Anna's House,24,Entertainment,baked oatmeal|breakfast|brunch|food|gluten free|vegan,6,9.0,hd,False,False,1472,4,0,en,None detected,https://www.youtube.com/shorts/BHWQZnnDBPo,148,0,19.46,Wednesday
lrOf1P-wipE,Valentine’s Day Popcorn,"This treat NEVER makes it to leftovers.

If you want the recipe, google valentines popcorn chelseasmessyapron 🙌

Three types of chocolate, M&Ms, and a super quick prep make this Valentine’s popcorn a total crowd favorite every single time.

https://www.chelseasmessyapron.com/valentines-popcorn/",2026-01-28T14:29:15Z,UCUHbk0xcvG7hkNtnEfFW7Gg,Chelsea,26,Howto & Style,,0,17.0,hd,False,False,212535,4335,10,en,None detected,https://www.youtube.com/shorts/lrOf1P-wipE,85000,0,2807.43,Wednesday
kQIrUIKx4SA,Danish pastry,,2026-01-28T22:21:40Z,UCyeJJYMwk7Pv7bx0zhkQByw,Videos4you,22,People & Blogs,,0,15.0,hd,False,False,733,13,0,en,None detected,https://www.youtube.com/shorts/kQIrUIKx4SA,45,0,10.81,Wednesday
4vM12lnRMO8,Pastry run in Portugal!,"They were all delicious!! It's fun doing it this way; to try multiple new things at once without knowledge of what they are first. Then find something completely new you love.
#portuguesefood
#MomsofTikTok #livingabroad #engagement #pastries 

Here’s the link to all my resources:

https://beacons.ai/portugaltales

Follow me elsewhere ☺️

IG: Artfully.AmberRae 
TT: Artfully.AmberRae
FB: Artfully.AmberRae",2026-01-28T22:10:46Z,UC-nSSqI8E4r5JGiVNea43Rg,Amber Rae,22,People & Blogs,,0,28.0,hd,False,False,1487,17,0,en,None detected,https://www.youtube.com/shorts/4vM12lnRMO8,3,0,21.86,Wednesday
XFKH136-R2k,Princess Tiana Cake & Cupcakes 😍🫶🏾 Toppers by ❤️ #princessandthefrog #princesstiana #birthday,"Princess Tiana Cake & Cupcakes 😍🫶🏾

Toppers by ❤️

#princessandthefrog #princesstiana #birthday #birthdaycakeideas #explore",2026-01-28T22:02:54Z,UCQRabGTI1gOIOq48SRHu23Q,Nidabakes,22,People & Blogs,,0,60.0,hd,False,False,1140,33,1,en,None detected,https://www.youtube.com/shorts/XFKH136-R2k,156,0,16.73,Wednesday
nFenodEzq5U,Nutella Puff Pastry Hearts 🤎,"Nutella Puff Pastry Hearts 🤎

Ingredients
•1 package puff pastry dough, thawed
•Nutella
•1 egg (for egg wash)
•Granulated sugar
•Powdered sugar

Instructions
 
1.Thaw puff pastry dough, then roll out both sheets.
 
2.Spread an even layer of Nutella over the dough.
 
3.Cut into heart shapes and transfer to a baking sheet.
 
4.Beat the egg and brush over the tops. Sprinkle with granulated sugar.
 
5.Bake at 400°F for 15–20 minutes, until puffed and golden.
 
6.Dust with powdered sugar and enjoy :)

#ValentinesDay #easyrecipe #nutella #bakingfromscratch #puffpastry",2026-01-28T21:30:58Z,UCL5d38_7tVce2mzwEV7C9LA,Maddison's Kitchen,26,Howto & Style,,0,17.0,hd,False,False,7657,73,1,en,None detected,https://www.youtube.com/shorts/nFenodEzq5U,3930,0,111.49,Wednesday
YtSwRwMQ6gw,The Famous Cookie Shot or French Pastries from Dominique Ansel Las Vegas?,"Cookie Shot or Pastries from Dominique Ansel in Las Vegas? Which would you choose?

The DKA “Dominique’s Kouign Amann” is one of my favorites. It’s nice to see the cookie shot still on the menu. We had it for the first time at D.A. Tokyo back in 2018. 

Find this @dominiqueansel location in @caesarspalace in Las Vegas 

#lasvegas #cookieshot #lasvegasfood #drooliuslasvegas #drooliustravels #dominiqueansellasvegas",2026-01-28T20:30:28Z,UCQtdiZKPftW86cGb7uLBYNw,Droolius,22,People & Blogs,,0,16.0,hd,False,False,960,14,1,en,None detected,https://www.youtube.com/shorts/YtSwRwMQ6gw,16400,0,13.78,Wednesday
9X2ozWFHTiU,Wild Honeycomb to Flaky Pastry🍯 #shorts,"Step into a world where food is an art and ingredients are gathered by hand! This video documents the incredible journey of creating an ancient, crispy layered pastry, starting with one of nature's purest gifts: wild honeycomb.
Watch as we meticulously harvest fresh honey directly from the comb, straining every drop of the sweet nectar. We then use traditional techniques to prepare a simple flour dough, knead it, and—the star of the show—laminate it repeatedly to create dozens of incredible layers. The transformation happens in the wok, where the pastries are deep-fried to a perfect golden crunch, before being dipped in the very honey we collected.
This is more than a cooking video; it's a testament to traditional skill and patience. If you love ASMR cooking sounds, traditional food, rural life, and watcWhat do you call this amazing dessert in your culture? Let me know in the comments! 👇

#Subscribe for more traditional recipes!hing scratch baking, this video is for you.
#HoneyHarvest #LayeredPastry #DessertGoals #TraditionalFood #ASMR",2026-01-28T18:32:47Z,UCwOJfbsPJdJ-O06Xa7xVluA,Explorwe,22,People & Blogs,,0,55.0,hd,False,False,1078,30,0,en,None detected,https://www.youtube.com/shorts/9X2ozWFHTiU,3,0,15.05,Wednesday
Ynt6CSBAmgw,You’re Ruining Your Pastry Layers#food#pastry#didyouknow#cooking#viral#trending#shorts#facts#baking,"Flaky pastry isn’t luck — it’s temperature control, patience, and steam. These techniques create sharp, dramatic layers every time.

🔹 Freeze Butter Before Laminating
Firm butter breaks into clean sheets instead of melting, creating defined layers rather than greasy smears.

🔹 Pound Butter With Flour to Stop Cracking
A little flour absorbs surface moisture and adds flexibility, helping butter bend with the dough instead of shattering.

🔹 Rest Dough Longer Than You Think
Resting relaxes gluten and equalizes temperature, preventing shrinkage and tearing during rolling.

🔹 Cold Dough + Warm Oven = Dramatic Rise
Cold butter hits hot air and releases steam rapidly, forcing layers apart for maximum lift.

🔹 Brush Egg Wash Only on Tops, Never Sides
Egg on the sides glues layers together and blocks expansion. Tops only = clean lift.

🔹 Steam in the Oven Boosts Flakiness
Moist heat delays crust setting, allowing layers to expand fully before crisping.

💡 Pro tip: Flakiness is created before baking — the oven only reveals it.

👉 Follow for real baking science that actually works.

#pastryscience #laminateddough #bakingtips
#croissantmaking #bakerysecrets #flakylayers
#butterlamination #doughscience #bakinghacks
#chefsecrets #bakingfacts #foodscience
#homebaking #learnbaking #pastrychef
#buttercontrol #temperaturecontrol
#foodreels #shortsbaking #viralfood
#reelscooking #cookingscience #foodchemistry
#texturematters #perfectpastry
#bakingreels #bakingskills
#croissantlove #pastrylove
#steamoven #eggwashtips
#baking101 #bakerlife
#homechef #culinarytips
#foodeducation #kitchenwisdom
#flakycrust #laminationtips
#artisanbaking #breadscience
#butterlayers #ovensteam
#bakeryquality #crispyflakes
#pastrytechnique #buttertemperature
You’re Ruining Your Pastry Layers
laminated dough tips
how to laminate dough
flaky pastry secrets
croissant lamination
butter freezing lamination
butter cracking fix
butter flour lamination
dough resting baking
gluten relaxation dough
cold dough hot oven
steam pastry rise
egg wash pastry tips
avoid sealing layers
pastry flakiness science
butter layer formation
bakery style pastry
croissant baking science
lamination temperature control
pastry dough handling
steam in oven baking
flaky layers baking
butter sheet technique
lamination mistakes
pastry dough rest time
pastry rise explanation
croissant lift secrets
home pastry baking
pastry baking hacks
butter plasticity baking
croissant dough science
layer separation pastry
steam expansion pastry
laminated pastry guide
bakery croissant method
flaky pastry chemistry
butter melting control
pastry texture science
baking steam effects
perfect croissant layers
artisan pastry tips
laminated dough mistakes
how flakiness works
baking physics pastry
butter lamination guide
pastry structure science
home baker croissants
crispy flaky pastry
pastry temperature tips",2026-01-28T18:31:01Z,UCR-jIOjrQ6gu4k9h79NyaRw,Mysteries,24,Entertainment,,0,6.0,hd,False,False,171014,887,2,en-US,None detected,https://www.youtube.com/shorts/Ynt6CSBAmgw,18700,0,2385.95,Wednesday
B-_vfaRIfP0,Crazy Big Puff Pastry Cake #asmr #shorts,#cake #asmr #cakedecorating #chocolatecake #chocolatedessert #baking #puffpastry #dessert #asmrcake #asmrsounds #asmrvideo #asmreating #foodies #shorts #chocolate #pastrycream #creamy #yummy #yummyfood #yummyrecipe #yummycake #birthdaycake #birthday #birthdaycelebration #eating #eat #cakedecorating #cakeideas #cakedesign #tips #tipsandtricks #short,2026-01-28T18:24:58Z,UCDRN5fzsRbzKLt85VKGdoNA,papiseventeen,24,Entertainment,asmr|cake|foodie|foodies|dessert|sweet|pastry|cream|peanut|butter|chocolate|idea|cakes|food|baking|decorating|pastry cream|food challenge|asmr cake|cake asmr|cake idea|baking cake|chocolate cake|chocolate dessert|yummy|yummy dessert,26,51.0,hd,False,False,4891,77,3,en,None detected,https://www.youtube.com/shorts/B-_vfaRIfP0,1620,0,68.14,Wednesday
e9jFFIjcSHQ,"This mould is one of those — you pop the cake out, and it’s perfect. The mold does it all🥰❤️",,2026-01-28T18:16:07Z,UCyB-IBVQ_Za8M2A6Atmm1mg,Dinara Kasko,24,Entertainment,,0,43.0,hd,False,True,27562,715,8,en,None detected,https://www.youtube.com/shorts/e9jFFIjcSHQ,168000,0,383.21,Wednesday
Z0gi1SUmj2o,"Beef, ale and mushroom puff pastry pot pie! Recipe on Substack",,2026-01-28T18:11:33Z,UCsQ2AF5MhMdpdf3zlCzAqSg,Nea Arentzen,22,People & Blogs,,0,52.0,hd,False,True,3986,189,3,en,None detected,https://www.youtube.com/shorts/Z0gi1SUmj2o,11400,0,55.36,Wednesday
EpZI-RRYeQk,Sweet e savory puff pastry bites #recipe #shorts  #puffpastry #food,"Puff pastry (thawed)
 • Cheese (Brie, Gouda, Havarti, or similar)
 • Canadian bacon
 • Strawberry jam

👩‍🍳 Instructions
 1. Roll out the puff pastry and cut into squares.
 2. Press each square into muffin tins or small molds, forming a cup.
 3. Add a piece of cheese, Canadian bacon, and a small spoon of strawberry jam.
 4. Bake at 375°F (190°C) for 18–22 minutes, until golden and flaky.
 5. Let cool slightly and serve.",2026-01-28T18:06:45Z,UC0uxwpgt71Bx4lRBCA5gH4g,3 ingredients,22,People & Blogs,,0,24.0,hd,False,False,1636,24,4,en,None detected,https://www.youtube.com/shorts/EpZI-RRYeQk,135,0,22.7,Wednesday
cXLNNCyJ27E,“Raspberry opera cake” ✨ recipe available for purchase on my website lugurkova.com,,2026-01-28T17:54:19Z,UC0xlAVNLc99WvOtme0apPag,Liudmila Gurkova,22,People & Blogs,,0,16.0,hd,False,False,13882,70,1,en,None detected,https://www.youtube.com/shorts/cXLNNCyJ27E,30500,0,192.04,Wednesday
H0gG6_2L6xE,Would u try this valentines old school cake?💘 #spongecake #icing #valentinesday #valentine #shorts,,2026-01-28T17:29:36Z,UCjBpIceQkFgqMkiOKf9DILw,Soph's Goodies,22,People & Blogs,,0,9.0,hd,False,True,343267,3831,39,en,None detected,https://www.youtube.com/shorts/H0gG6_2L6xE,83500,0,4721.75,Wednesday
QI2qVv6m7-E,What Happens Inside Your Body When You Eat Pastry 🥐,"Inside Your Body After Eating Pastry (Real Anatomy)
Ever wondered what really happens inside your body when you eat a pastry? 🥐
This hyper-realistic medical anatomy visualization shows the digestive journey of pastry from mouth to stomach in stunning cinematic detail.
No text. No labels. Just pure visual science.
👉 Follow for more inside-the-body food videos
🔥 Like • Share • Save
this video only educational purposes.
#pastry
#foodinsidebody
#humanbody
#digestivesystem
#medicalanimation
#anatomyvideo
#foodscience
#healthreels
#educationalshorts
#viralshorts
#reelsviral
#ytshorts
#tiktokscience
#bodyanatomy",2026-01-28T17:24:12Z,UCCYZrBSoeON-0AVaYZ17g_w,Femcare ,27,Education,,0,7.0,hd,False,False,3533,15,0,en-US,None detected,https://www.youtube.com/shorts/QI2qVv6m7-E,165,0,48.54,Wednesday
_DoDa23niec,Chocolate Cake 😭 #cake #chocolate,,2026-01-28T17:00:59Z,UC_35hRJlT4PEmvFCcU6l_3Q,Patrick Zeinali,26,Howto & Style,,0,33.0,hd,False,True,1382174,52294,399,en,None detected,https://www.youtube.com/shorts/_DoDa23niec,8830000,0,18888.33,Wednesday
pww-yG7nAfU,Chocolate Frosted Brownies | Cake Me Home Tonight,"These chocolate frosted brownies are rich, chewy, and packed with fudgy chocolate flavor from edge to center. A thick layer of creamy chocolate buttercream frosting takes the chocolate to the next level. 

If your hungry eyes love a classic brownie recipe with chocolate buttercream, this one’s for you.

Find the full recipe here: https://cakemehometonight.com/chocolate-frosted-brownies/

#dessert #chocoate #brownies #baking",2026-01-28T17:01:31Z,UCKkqna3J3_hyQX2rWbLUrVw,Cake Me Home Tonight,22,People & Blogs,,0,16.0,hd,False,False,7589,121,0,en,None detected,https://www.youtube.com/shorts/pww-yG7nAfU,30900,0,103.72,Wednesday
zZiHperYRn4,"Puff Pastry Peach Galette — Flaky, Juicy & Effortlessly Elegant 🥧 #Shorts","Welcome to LifeVibe_1! 🌿

This isn’t just dessert — it’s summer on a plate.

Buttery puff pastry piled high with ripe peaches, cinnamon-sugar, and a drizzle of honey — baked until golden, bubbling, and fragrant. Top with vanilla ice cream for the ultimate warm-weather treat.

✅ No rolling
✅ No lattice
✅ No stress
👉 Just unfold, arrange, fold, bake

Perfect for brunch, dinner parties, or solo indulgence — and ready in under 30 minutes.

Save this recipe — you’ll be making it all peach season long.

🔔 Follow @LifeVibe_1 for simple, soulful desserts that celebrate the season — no music, no distractions, just real food made with ease.

#LifeVibeRecipes #PeachGalette #EasyDessert #SummerDessert #PuffPastryRecipe #RusticDessert #VanillaIceCream #QuickDessert #DessertForTwo #LifeVibe_1",2026-01-28T16:57:15Z,UCrzKi7beojcMFC63X9ZBQOg,LifeVibe,22,People & Blogs,1 puff pastry peach galette|30 minute summer dessert|easy no roll galette|LifeVibe_1|flaky juicy peach tart|peach cinnamon dessert|life vibe summer recipe|quick rustic dessert|vanilla ice cream pairing|effortless elegant dessert|peach season treat|real food summer dessert|weekend brunch dessert|dinner party dessert hack|no pie crust needed|simple fruit galette|cozy warm weather dessert|frozen puff pastry hack|peach honey dessert|quick dessert for two,20,10.0,hd,False,False,1669,13,0,en,None detected,https://www.youtube.com/shorts/zZiHperYRn4,285,0,22.79,Wednesday
n-JC3yGlaBU,Day One: Pastry Cream,,2026-01-28T16:39:10Z,UCHTsjth2IGykZlS7_YdVlhQ,alazaology,22,People & Blogs,,0,9.0,hd,False,False,2526,8,0,en,None detected,https://www.youtube.com/shorts/n-JC3yGlaBU,9,0,34.35,Wednesday
0a8sxi0rUWw,#cake #cakedecorating #shortvideo #shortsfeed #shorts #cakedesign #cakerecipe #chocolate #cakes,,2026-01-28T16:32:19Z,UCrmZnJoOCy46MncwGAdJUhw,Cake_training,22,People & Blogs,,0,33.0,hd,False,False,7555,43,4,en,None detected,https://www.youtube.com/shorts/0a8sxi0rUWw,823,0,102.57,Wednesday
l0wsMe0i-S4,Rainbow sprinkle cake #yummy #rainbow #birthday #food #cake #kids #cakedecorating #ytshorts,,2026-01-28T16:15:32Z,UCdELzO3WQxaqwxI3pcbnsuw,U CAKE,26,Howto & Style,,0,13.0,hd,False,True,23857,153,9,en,None detected,https://www.youtube.com/shorts/l0wsMe0i-S4,28500,0,322.68,Wednesday
